-e norm_key	source_class	source_detail	recipe_name
mindwtrdownload	github	dongdongbh/Mindwtr	Mindwtr.download
mindwtrinstall	github	dongdongbh/Mindwtr	Mindwtr.install
mindwtrmunki	github	dongdongbh/Mindwtr	Mindwtr.munki
minecrafteduclassroommode	dynamic-scrape		MinecraftEdu-ClassroomMode
minecrafteduclassroommodedownload	dynamic-scrape		MinecraftEdu-ClassroomMode.download
minecrafteduclient	dynamic-scrape		MinecraftEdu-Client
minecrafteduclientdownload	dynamic-scrape		MinecraftEdu-Client.download
minecrafteduclientpkg	dynamic-scrape		MinecraftEdu-Client.pkg
minecrafteducodeconnection	dynamic-scrape		MinecraftEdu-CodeConnection
minecrafteducodeconnectiondownload	dynamic-scrape		MinecraftEdu-CodeConnection.download
minecrafteducodeconnectionpkg	dynamic-scrape		MinecraftEdu-CodeConnection.pkg
miniconda3	dynamic-scrape	repo.anaconda.com	Miniconda3
miniconda3download	dynamic-scrape	repo.anaconda.com	Miniconda3.download
miniconda3munki	dynamic-scrape	repo.anaconda.com	Miniconda3.munki
minisim	sparkle/feed	raw.githubusercontent.com	MiniSim
minisimdownload	sparkle/feed	raw.githubusercontent.com	MiniSim.download
minisimmunki	sparkle/feed	raw.githubusercontent.com	MiniSim.munki
mira	dynamic-scrape	twistedmelon.com	Mira
miradownload	dynamic-scrape	twistedmelon.com	Mira.download
mirainstall	dynamic-scrape	twistedmelon.com	Mira.install
miramunki	dynamic-scrape	twistedmelon.com	Mira.munki
miro	dynamic-scrape	desktop.miro.com	miro
mirodownload	dynamic-scrape	desktop.miro.com	miro.download
mirojamf	dynamic-scrape	desktop.miro.com	Miro.jamf
miromunki	dynamic-scrape	desktop.miro.com	Miro.munki
miropkg	dynamic-scrape	desktop.miro.com	Miro.pkg
mirouniversaldownload	dynamic-scrape	desktop.miro.com	MiroUniversal.download
mirouniversalpkg	dynamic-scrape	desktop.miro.com	MiroUniversal.pkg
mirovideoconverter	dynamic-scrape	getmiro.com	Miro Video Converter
mirovideoconverterdownload	dynamic-scrape	getmiro.com	Miro Video Converter.download
mirrordisplays	github	fcanas/mirror-displays	MirrorDisplays
mirrordisplaysdownload	github	fcanas/mirror-displays	MirrorDisplays.download
mirrordisplaysmunki	github	fcanas/mirror-displays	MirrorDisplays.munki
mirrorop	dynamic-scrape	www.barco.com	MirrorOp
mirroropdownload	dynamic-scrape	www.barco.com	MirrorOp.download
mirroropfilewave	dynamic-scrape	www.barco.com	MirrorOp.filewave
mirroropmunki	dynamic-scrape	www.barco.com	MirrorOp.munki
mitelconnect	dynamic-scrape		MitelConnect
mitelconnectdownload	dynamic-scrape		MitelConnect.download
mitelconnectpkg	dynamic-scrape		MitelConnect.pkg
mitti	sparkle/feed	imimot.com	Mitti
mittidownload	sparkle/feed	imimot.com	Mitti.download
mittimunki	sparkle/feed	imimot.com	Mitti.munki
mixscope	dynamic-scrape	www.edhsw.com	miXscope
mixscopedownload	dynamic-scrape	www.edhsw.com	miXscope.download
mixscopepkg	dynamic-scrape	www.edhsw.com	miXscope.pkg
mmdquicklook	github	%GITHUB_REPO%	MMD-QuickLook
mmdquicklookdownload	github	%GITHUB_REPO%	MMD-QuickLook.download
mmhmm	dynamic-scrape	www.mmhmm.app	mmhmm
mmhmmdownload	dynamic-scrape	www.mmhmm.app	mmhmm.download
mobirise	dynamic-scrape	download.mobirise.com	Mobirise
mobirisedownload	dynamic-scrape	download.mobirise.com	Mobirise.download
mobirisemunki	dynamic-scrape	download.mobirise.com	Mobirise.munki
mochatn3270	dynamic-scrape	mochasoft.dk	MochaTN3270
mochatn3270download	dynamic-scrape	mochasoft.dk	MochaTN3270.download
mockoon	github	mockoon/mockoon	Mockoon
mockoondownload	github	mockoon/mockoon	Mockoon.download
mockoonmunki	github	mockoon/mockoon	Mockoon.munki
modoki	sparkle/feed	maxoliinyk.github.io	Modoki
modokidownload	sparkle/feed	maxoliinyk.github.io	Modoki.download
modokimunki	sparkle/feed	maxoliinyk.github.io	Modoki.munki
modokipkg	sparkle/feed	maxoliinyk.github.io	Modoki.pkg
modul8	dynamic-scrape	yourspacemodul8.garagecube.com	Modul8
modul8download	dynamic-scrape	yourspacemodul8.garagecube.com	Modul8.download
modyak	github	brthrs/modyak-releases	Modyak
modyakdownload	github	brthrs/modyak-releases	Modyak.download
modyakpkg	github	brthrs/modyak-releases	Modyak.pkg
moiconsdownload	github	mo-browser-apps/icons	MoIcons.download
monarch	dynamic-scrape	storage.googleapis.com	Monarch
monarchdownload	dynamic-scrape	storage.googleapis.com	Monarch.download
monarchmunki	dynamic-scrape	storage.googleapis.com	Monarch.munki
monarchpkg	dynamic-scrape	storage.googleapis.com	Monarch.pkg
mongodbcompass	dynamic-scrape	www.mongodb.com	MongoDB Compass
mongodbcompassdownload	dynamic-scrape	www.mongodb.com	MongoDB Compass.download
monit	dynamic-scrape		Monit
monitdownload	dynamic-scrape		Monit.download
monitinstall	dynamic-scrape		Monit.install
monitmunki	dynamic-scrape		Monit.munki
monitpkg	dynamic-scrape		Monit.pkg
monocle	sparkle/feed	heyiam.dk	Monocle
monocledownload	sparkle/feed	heyiam.dk	Monocle.download
monodraw	sparkle/feed	updates.helftone.com	Monodraw
monodrawdownload	sparkle/feed	updates.helftone.com	Monodraw.download
monodrawpkg	sparkle/feed	updates.helftone.com	Monodraw.pkg
monoframework	dynamic-scrape	aka.ms	MonoFramework
monoframeworkdownload	dynamic-scrape	aka.ms	Mono Framework.download
monoframeworkmunki	dynamic-scrape	aka.ms	Mono Framework.munki
monolingual	sparkle/feed	ingmarstein.github.io	Monolingual
monolingualdownload	sparkle/feed	ingmarstein.github.io	Monolingual.download
monolingualmunki	sparkle/feed	ingmarstein.github.io	Monolingual.munki
monoplayer	sparkle/feed	monohex.com	monoPlayer
monoplayerdownload	sparkle/feed	monohex.com	monoPlayer.download
monoplayermunki	sparkle/feed	monohex.com	monoPlayer.munki
moofswiftdialogdownload	github	bartreardon/swiftDialog	moof.swiftDialog.download
moofswiftdialogpkg	github	bartreardon/swiftDialog	moof.swiftDialog.pkg
moom	sparkle/feed	manytricks.com	Moom
moomdownload	sparkle/feed	manytricks.com	Moom.download
moominstall	sparkle/feed	manytricks.com	Moom.install
moommunki	sparkle/feed	manytricks.com	Moom.munki
moonlight	github	moonlight-stream/moonlight-qt	Moonlight
moonlightdownload	github	moonlight-stream/moonlight-qt	Moonlight.download
moonlightinstall	github	moonlight-stream/moonlight-qt	Moonlight.install
moonlightmunki	github	moonlight-stream/moonlight-qt	Moonlight.munki
moonlightpkg	github	moonlight-stream/moonlight-qt	Moonlight.pkg
mos	github	Caldis/Mos	Mos
mosdownload	github	Caldis/Mos	Mos.download
motion	github	usemotion/desktopapp	Motion
motiondownload	github	usemotion/desktopapp	Motion.download
mountain	sparkle/feed	appgineers.de	Mountain
mountaindownload	sparkle/feed	appgineers.de	Mountain.download
mountainduck	sparkle/feed		Mountain Duck
mountainduckdownload	sparkle/feed		MountainDuck.download
mountainduckjss	sparkle/feed		MountainDuck.jss
moves	sparkle/feed	mikker.github.io	Moves
movesdownload	sparkle/feed	mikker.github.io	Moves.download
movesinstall	sparkle/feed	mikker.github.io	Moves.install
movesmunki	sparkle/feed	mikker.github.io	Moves.munki
movespkg	sparkle/feed	mikker.github.io	Moves.pkg
moviemagicbudgeting	dynamic-scrape		MovieMagicBudgeting
moviemagicbudgetingpkg	dynamic-scrape		MovieMagicBudgeting.pkg
movinglightassistant	dynamic-scrape	www.movinglightassistant.com	MovingLightAssistant
movinglightassistantdownload	dynamic-scrape	www.movinglightassistant.com	Moving Light Assistant.download
movinglightassistantmunki	dynamic-scrape	www.movinglightassistant.com	Moving Light Assistant.munki
movistpro	sparkle/feed	s3.ap-northeast-2.amazonaws.com	Movist Pro
movistprodownload	sparkle/feed	s3.ap-northeast-2.amazonaws.com	Movist Pro.download
movistproinstall	sparkle/feed	s3.ap-northeast-2.amazonaws.com	Movist Pro.install
movistpromunki	sparkle/feed	s3.ap-northeast-2.amazonaws.com	Movist Pro.munki
movistpropkg	sparkle/feed	s3.ap-northeast-2.amazonaws.com	Movist Pro.pkg
mozillathunderbirdpkg	dynamic-scrape	product-details.mozilla.org	MozillaThunderbird.pkg
mp3tag	sparkle/feed	updates.mp3tag.app	Mp3tag
mp3tagdownload	sparkle/feed	updates.mp3tag.app	Mp3tag.download
mp3tagmunki	sparkle/feed	updates.mp3tag.app	Mp3tag.munki
mpegstreamclip	dynamic-scrape	www.squared5.com	MPEGStreamclip
mpegstreamclipdownload	dynamic-scrape	www.squared5.com	MPEG Streamclip.download
mpegstreamclipmunki	dynamic-scrape	www.squared5.com	MPEG Streamclip.munki
mplusdemo	dynamic-scrape	www.statmodel.com	MplusDemo
mplusdemodownload	dynamic-scrape	www.statmodel.com	MplusDemo.download
mplusdemomunki	dynamic-scrape	www.statmodel.com	MplusDemo.munki
mstystudio	dynamic-scrape	next-assets.msty.studio	MstyStudio
mstystudiodownload	dynamic-scrape	next-assets.msty.studio	MstyStudio.download
mstystudiomunki	dynamic-scrape	next-assets.msty.studio	MstyStudio.munki
mstystudiopkg	dynamic-scrape	next-assets.msty.studio	MstyStudio.pkg
mtmr	github	Toxblh/MTMR	MTMR
mtr	dynamic-scrape	rudix.org	MTR
mtrdownload	dynamic-scrape	rudix.org	MTR.download
mueditor	github	mu-editor/mu	MuEditor
mueditordownload	github	mu-editor/mu	Mu Editor.download
mueditormunki	github	mu-editor/mu	mu-editor.munki
mueditorpkg	github	mu-editor/mu	mu-editor.pkg
mullvadbrowser	dynamic-scrape	mullvad.net	Mullvad Browser
mullvadbrowserdownload	dynamic-scrape	mullvad.net	MullvadBrowser.download
mullvadbrowserinstall	dynamic-scrape	mullvad.net	MullvadBrowser.install
mullvadbrowsermunki	dynamic-scrape	mullvad.net	MullvadBrowser.munki
multitouch	sparkle/feed	www.multitouch.app	Multitouch
multitouchdownload	sparkle/feed	www.multitouch.app	Multitouch.download
multitouchmunki	sparkle/feed	www.multitouch.app	Multitouch.munki
multitouchpkg	sparkle/feed	www.multitouch.app	Multitouch.pkg
munkiadmin	github	%GITHUB_REPO%	MunkiAdmin
munkiadmindownload	github	%GITHUB_REPO%	MunkiAdmin.download
munkicatalogbrowser	sparkle/feed		MunkiCatalogBrowser
munkicatalogbrowserdownload	sparkle/feed		Munki Catalog Browser.download
munkitools	github	munki/munki	munkitools
munkitools6munki	github	munki/munki	munkitools6.munki
munkitools6signedmunki	github	munki/munki	munkitools6-signed.munki
munkitools7munki	github	munki/munki	munkitools7.munki
munkitoolscore	github	munki/munki	MunkiToolsCore
munkitoolscoreinstall	github	munki/munki	MunkiToolsCore.install
munkitoolscorepkg	github	munki/munki	MunkiToolsCore.pkg
munkitoolsmunki	github	munki/munki	munkitools.munki
mural	dynamic-scrape		MURAL
muraldownload	dynamic-scrape		MURAL.download
muralinstall	dynamic-scrape		MURAL.install
muraljamf	dynamic-scrape		MURAL.jamf
muraljss	dynamic-scrape		MURAL.jss
muralpkg	dynamic-scrape		MURAL.pkg
musehub	dynamic-scrape	muse-cdn.com	MuseHub
musehubdownload	dynamic-scrape	muse-cdn.com	Muse Hub.download
musescore3	dynamic-scrape	ftp.osuosl.org	MuseScore3
musescore3download	dynamic-scrape	ftp.osuosl.org	MuseScore 3.download
musescore3munki	dynamic-scrape	ftp.osuosl.org	MuseScore 3.munki
musescore4	github	musescore/MuseScore	MuseScore4
musescore4download	github	musescore/MuseScore	MuseScore 4.download
musicbrainzpicard	github	metabrainz/picard	MusicBrainzPicard
musicbrainzpicarddownload	github	metabrainz/picard	MusicBrainz Picard.download
musicbrainzpicardmunki	github	metabrainz/picard	MusicBrainz Picard.munki
musicdecoy	dynamic-scrape	files.lowtechguys.com	Music Decoy
musicdecoydownload	dynamic-scrape	files.lowtechguys.com	MusicDecoy.download
musicdecoymunki	dynamic-scrape	files.lowtechguys.com	MusicDecoy.munki
musicdecoypkg	dynamic-scrape	files.lowtechguys.com	MusicDecoy.pkg
musition	dynamic-scrape		Musition
musitiondownload	dynamic-scrape		Musition.download
musitionmunki	dynamic-scrape		Musition.munki
mutate	github	robert-v/Mutate-public	Mutate
mutatedownload	github	robert-v/Mutate-public	Mutate.download
muxy	github	muxy-app/muxy	Muxy
muxydownload	github	muxy-app/muxy	Muxy.download
muxyinstall	github	muxy-app/muxy	Muxy.install
muxymunki	github	muxy-app/muxy	Muxy.munki
muxypkg	github	muxy-app/muxy	Muxy.pkg
muzzle	dynamic-scrape		Muzzle
muzzledownload	dynamic-scrape		Muzzle.download
muzzlemunki	dynamic-scrape		Muzzle.munki
mvmeter2	dynamic-scrape	www.tbproaudio.de	mvMeter2
mvmeter2download	dynamic-scrape	www.tbproaudio.de	mvMeter2.download
mvmeter2munki	dynamic-scrape	www.tbproaudio.de	mvMeter2.munki
mwebpro	sparkle/feed	cdn.mweb.im	MWeb Pro
mwebprodownload	sparkle/feed	cdn.mweb.im	MWebPro.download
mwebproinstall	sparkle/feed	cdn.mweb.im	MWebPro.install
mwebpromunki	sparkle/feed	cdn.mweb.im	MWebPro.munki
mwebpropkg	sparkle/feed	cdn.mweb.im	MWebPro.pkg
myliodownload	dynamic-scrape	myliodownloads.com	Mylio.download
myliophotos	dynamic-scrape	myliodownloads.com	Mylio Photos
myliopkg	dynamic-scrape	myliodownloads.com	Mylio.pkg
mysqlworkbench	dynamic-scrape	dev.mysql.com	MySQLWorkbench
mysqlworkbenchdownload	dynamic-scrape	dev.mysql.com	MySQLWorkbench.download
mysqlworkbenchinstall	dynamic-scrape	dev.mysql.com	MySQLWorkbench.install
mysqlworkbenchmunki	dynamic-scrape	dev.mysql.com	MySQLWorkbench.munki
mysqlworkbenchpkg	dynamic-scrape	dev.mysql.com	MySQLWorkbench.pkg
mytouchbarmyrulesdownload	github	Toxblh/MTMR	MyTouchbarMyRules.download
nagstamon	github	HenriWahl/Nagstamon	Nagstamon
nagstamondownload	github	HenriWahl/Nagstamon	Nagstamon.download
namechanger	sparkle/feed	mrrsoftware.com	NameChanger
namechangerdownload	sparkle/feed	mrrsoftware.com	NameChanger.download
namechangerinstall	sparkle/feed	mrrsoftware.com	NameChanger.install
namechangermunki	sparkle/feed	mrrsoftware.com	NameChanger.munki
namechangerpkg	sparkle/feed	mrrsoftware.com	NameChanger.pkg
namemangler	sparkle/feed	manytricks.com	Name Mangler
namemanglerdownload	sparkle/feed	manytricks.com	NameMangler.download
namemanglerpkg	sparkle/feed	manytricks.com	NameMangler.pkg
nanoclip	sparkle/feed	raw.githubusercontent.com	NanoClip
nanoclipdownload	sparkle/feed	raw.githubusercontent.com	NanoClip.download
nanoclipinstall	sparkle/feed	raw.githubusercontent.com	NanoClip.install
nanoclipmunki	sparkle/feed	raw.githubusercontent.com	NanoClip.munki
nanoclippkg	sparkle/feed	raw.githubusercontent.com	NanoClip.pkg
nanosaur	github	jorio/Nanosaur	Nanosaur
nanosaurdownload	github	jorio/Nanosaur	Nanosaur.download
naps2	github	cyanfish/naps2	NAPS2
naps2download	github	cyanfish/naps2	NAPS2.download
naps2munki	github	cyanfish/naps2	NAPS2.munki
naps2pkg	github	cyanfish/naps2	NAPS2.pkg
narrated	sparkle/feed	api.appcenter.ms	Narrated
narrateddownload	sparkle/feed	api.appcenter.ms	Narrated.download
narratedmunki	sparkle/feed	api.appcenter.ms	Narrated.munki
nativeaccess2	dynamic-scrape		Native Access 2
nativeaccess2universaldownload	dynamic-scrape		NativeAccess2Universal.download
nativeaccessdownload	dynamic-scrape		NativeAccess.download
nativeinstrumentsnativeaccess	dynamic-scrape		Native_Instruments_Native_Access
naturalreader16	dynamic-scrape	www.naturalreaders.com	NaturalReader16
naturalreader16download	dynamic-scrape	www.naturalreaders.com	NaturalReader 16.download
naturalreader16munki	dynamic-scrape	www.naturalreaders.com	NaturalReader 16.munki
navicat17premiumlite	dynamic-scrape	dn.navicat.com	Navicat17PremiumLite
navicat17premiumlitedownload	dynamic-scrape	dn.navicat.com	Navicat 17 Premium Lite.download
navicatessentialsformysql	dynamic-scrape	download.navicat.com	NavicatEssentialsforMySQL
navicatessentialsformysqldownload	dynamic-scrape	download.navicat.com	Navicat Essentials for MySQL.download
navicatessentialsformysqlmunki	dynamic-scrape	download.navicat.com	Navicat Essentials for MySQL.munki
navicatessentialsforpostgresql12download	dynamic-scrape	navicat.com	NavicatEssentialsforPostgreSQL12.download
navicatessentialsforpostgresql15download	dynamic-scrape	navicat.com	NavicatEssentialsforPostgreSQL15.download
navicatessentialsforpostgresql15munki	dynamic-scrape	navicat.com	NavicatEssentialsforPostgreSQL15.munki
navicatessentialsforpostgresql15pkg	dynamic-scrape	navicat.com	NavicatEssentialsforPostgreSQL15.pkg
navicatessentialsforpostgresql16download	dynamic-scrape	navicat.com	NavicatEssentialsforPostgreSQL16.download
navicatessentialsforpostgresql16munki	dynamic-scrape	navicat.com	NavicatEssentialsforPostgreSQL16.munki
navicatessentialsforpostgresql16pkg	dynamic-scrape	navicat.com	NavicatEssentialsforPostgreSQL16.pkg
navicatessentialspostgresql12	dynamic-scrape	navicat.com	NavicatEssentialsPostgreSQL12
navicatessentialspostgresql15	dynamic-scrape	navicat.com	NavicatEssentialsPostgreSQL15
navicatessentialspostgresql16	dynamic-scrape	navicat.com	NavicatEssentialsPostgreSQL16
navicatformariadb12download	dynamic-scrape	navicat.com	NavicatforMariaDB12.download
navicatformariadb15download	dynamic-scrape	navicat.com	NavicatforMariaDB15.download
navicatformariadb16download	dynamic-scrape	navicat.com	NavicatforMariaDB16.download
navicatformongodb12download	dynamic-scrape	navicat.com	NavicatforMongoDB12.download
navicatformongodb15download	dynamic-scrape	navicat.com	NavicatforMongoDB15.download
navicatformongodb15pkg	dynamic-scrape	navicat.com	NavicatforMongoDB15.pkg
navicatformongodb16download	dynamic-scrape	navicat.com	NavicatforMongoDB16.download
navicatformongodb16munki	dynamic-scrape	navicat.com	NavicatforMongoDB16.munki
navicatformongodb16pkg	dynamic-scrape	navicat.com	NavicatforMongoDB16.pkg
navicatformysql12download	dynamic-scrape	navicat.com	NavicatforMySQL12.download
navicatformysql12pkg	dynamic-scrape	navicat.com	NavicatforMySQL12.pkg
navicatformysql15download	dynamic-scrape	navicat.com	NavicatforMySQL15.download
navicatformysql16download	dynamic-scrape	navicat.com	NavicatforMySQL16.download
navicatfororacle12download	dynamic-scrape	navicat.com	NavicatforOracle12.download
navicatfororacle15download	dynamic-scrape	navicat.com	NavicatforOracle15.download
navicatfororacle16download	dynamic-scrape	navicat.com	NavicatforOracle16.download
navicatforpostgresql11download	dynamic-scrape	download3.navicat.com	NavicatforPostgreSQL11.download
navicatforpostgresql11munki	dynamic-scrape	download3.navicat.com	NavicatforPostgreSQL11.munki
navicatforpostgresql11pkg	dynamic-scrape	download3.navicat.com	NavicatforPostgreSQL11.pkg
navicatforpostgresql12download	dynamic-scrape	navicat.com	NavicatforPostgreSQL12.download
navicatforpostgresql15download	dynamic-scrape	navicat.com	NavicatforPostgreSQL15.download
navicatforpostgresql15munki	dynamic-scrape	navicat.com	NavicatforPostgreSQL15.munki
navicatforpostgresql16download	dynamic-scrape	navicat.com	NavicatforPostgreSQL16.download
navicatforpostgresql16pkg	dynamic-scrape	navicat.com	NavicatforPostgreSQL16.pkg
navicatforsqlite12download	dynamic-scrape	navicat.com	NavicatforSQLite12.download
navicatforsqlite12munki	dynamic-scrape	navicat.com	NavicatforSQLite12.munki
navicatforsqlite15download	dynamic-scrape	navicat.com	NavicatforSQLite15.download
navicatforsqlite15munki	dynamic-scrape	navicat.com	NavicatforSQLite15.munki
navicatforsqlite16download	dynamic-scrape	navicat.com	NavicatforSQLite16.download
navicatforsqlite16munki	dynamic-scrape	navicat.com	NavicatforSQLite16.munki
navicatforsqlite16pkg	dynamic-scrape	navicat.com	NavicatforSQLite16.pkg
navicatmariadb12	dynamic-scrape	navicat.com	NavicatMariaDB12
navicatmariadb15	dynamic-scrape	navicat.com	NavicatMariaDB15
navicatmariadb16	dynamic-scrape	navicat.com	NavicatMariaDB16
